"africa" "arab" "arms" "challenges" "change" "charter" "commitment" "conference" "conflict" "cooperation" "council" "countries" "delegation" "determination" "developing" "development" "disarmament" "east" "economic" "ensure" "financial" "forces" "foreign" "global" "human" "including" "independence" "israel" "issues" "middle" "military" "negotiations" "operation" "peoples" "policy" "poverty" "powers" "process" "question" "regional" "relations" "security" "session" "situation" "solution" "south" "special" "stability" "support"
"council" -0.408718264436466 -0.602940088732487 -0.447983094840224 0.540999398425085 0.00485568027202295 -0.406983238946754 0.671576002893109 -0.441728572898869 0.620372905899548 0.686751139669746 1 -0.45858795299412 -0.495820492298211 -0.532375483034485 -0.437855504885399 0.676155718761845 -0.46487178247618 -0.398097839245982 -0.244556787097275 0.724985993933231 0.434547491661454 -0.41527202612447 -0.472867582292351 0.425896312021129 0.663966941068465 0.507818548875955 -0.634615119419827 -0.459870790835529 0.658844704056399 -0.541240284990031 -0.367666331448762 -0.361375532895956 -0.571851113871041 -0.637405198955927 -0.577093396394979 0.642137457487219 -0.669835778271436 0.697289382965784 -0.488616273633379 0.716328922062443 -0.513378745211064 0.851520467515288 -0.266007512077762 -0.391481144980684 -0.549172105551591 -0.418538388356419 -0.295254764216088 0.760594026121457 0.309801144809239
"countries" 0.892596577138453 0.799502209117019 0.880387240699089 -0.777882580868188 -0.417463654860253 0.621367555348036 -0.573008716232254 0.804693199903142 -0.0197593527526586 -0.461390564333192 -0.45858795299412 1 0.79571864943176 0.919764721209326 0.957044352511233 -0.514730516858506 0.853239749837565 0.882029285760317 0.903593962863994 -0.305266488591367 -0.207771491899383 0.905719624521617 0.906970229478233 -0.587183603867897 -0.107947492449332 -0.216803879548228 0.92962888695022 0.654068328920087 -0.105885825768354 0.852859152665178 0.886297370247215 0.874467858222858 0.806734194387279 0.863466485793896 0.905263532603919 -0.71729960083167 0.758245786377838 -0.0933256430514981 0.919669166331911 -0.284810194314097 0.922952920793396 -0.270670485265963 0.762326297401175 0.918372486729867 0.912544966935325 0.870437009252986 0.668466703068289 -0.247897126243306 0.294313602200909
"delegation" 0.742270887068099 0.743206751222286 0.629851012670334 -0.887068412893426 -0.565291901069071 0.743676870302394 -0.825649786568401 0.805169712971966 -0.310781453506596 -0.437286842581049 -0.495820492298211 0.79571864943176 1 0.765685754080198 0.775784033215129 -0.634275154560258 0.784944505095671 0.764973601732414 0.708450023735271 -0.557043862303226 -0.424026748608224 0.75149087682999 0.793529542300128 -0.815974271832664 -0.231449466261013 -0.618838600610125 0.829208750746985 0.663021381971126 -0.385709883365897 0.830120942401361 0.701266088459866 0.608864082720948 0.721360037902829 0.887391665118756 0.834321515927797 -0.781799611496107 0.881649128974204 -0.227161172177723 0.876690070962408 -0.485492015468026 0.864011681556639 -0.464920575581604 0.825311832238287 0.712097930330471 0.723840629468877 0.641795469954548 0.764857986668838 -0.567586215010163 -0.186828243115541
"determination" 0.886838453368043 0.803112440612214 0.899495428105636 -0.834103295636612 -0.495120997159443 0.716464454802623 -0.609797323952314 0.769957758500736 0.0111034095483436 -0.489497853411684 -0.532375483034485 0.919764721209326 0.765685754080198 1 0.862392251789911 -0.581574437157981 0.885687342191193 0.904960480827609 0.832266220137965 -0.401490975111394 -0.305862386845254 0.92470847695673 0.924122132322196 -0.640825760038653 -0.199830241458978 -0.278818501107031 0.931727414998535 0.689599838671559 -0.163503744497425 0.869630322040964 0.913636595680581 0.901366780543856 0.782286816163948 0.884501884123223 0.895661404010886 -0.751919436488487 0.772788922161282 -0.173337252994922 0.922427069549446 -0.303224327997923 0.923781332298388 -0.286277500784143 0.746598868544641 0.930525552624533 0.93329774433791 0.924040151653914 0.667545853471245 -0.304032887228334 0.209754481063734
"developing" 0.864057509557085 0.793988281958272 0.814003614098219 -0.735596624089778 -0.399588355525432 0.509643956215504 -0.572877972960412 0.792239113343071 -0.128810579240971 -0.451764320059024 -0.437855504885399 0.957044352511233 0.775784033215129 0.862392251789911 1 -0.51462736061301 0.844626414877007 0.831532328382088 0.860975251052467 -0.299963539775941 -0.235634139110784 0.818188719137977 0.807853660912565 -0.561725599259266 -0.0634204713442935 -0.207665110190122 0.886927452666888 0.601519125621011 -0.0588227191912017 0.831100894951558 0.779969413322233 0.831181262614374 0.78146267602105 0.82301894993341 0.837387355395428 -0.644687326692255 0.696916093167283 -0.0829158849661978 0.849086086025412 -0.312602123334102 0.85992481368199 -0.311903137108917 0.735916827372428 0.812729599068521 0.844107069798988 0.789682807451076 0.679220418712849 -0.283973565343412 0.236919273043306
"development" -0.471426064784968 -0.629037226192626 -0.511239017045236 0.672588016215506 0.339920693361777 -0.560840957056126 0.746627045395099 -0.440254054203716 0.536669932020244 0.593901968168685 0.676155718761845 -0.514730516858506 -0.634275154560258 -0.581574437157981 -0.51462736061301 1 -0.553010196619458 -0.521916542576607 -0.321671628697039 0.776638259603872 0.339141498312371 -0.506892735141596 -0.572166698004183 0.619224902128942 0.580686193931142 0.646853879332435 -0.627535245896126 -0.522600670425804 0.613073643831155 -0.542703118030201 -0.432802477004567 -0.382646923237405 -0.5946266933723 -0.685608362286299 -0.606320327324012 0.670283531786973 -0.700010417513144 0.489460184716455 -0.599865194383704 0.66014509118796 -0.583043328062342 0.597771893721445 -0.398634258375309 -0.470056086372426 -0.495014001366503 -0.453089140489722 -0.404020758993744 0.678744939969434 0.336242771900852
"disarmament" 0.877910585954909 0.719316233554118 0.817129226213086 -0.811847722478311 -0.482449272507756 0.658586538953508 -0.595202269566856 0.730860764827299 -0.0841132876223459 -0.562989460325367 -0.46487178247618 0.853239749837565 0.784944505095671 0.885687342191193 0.844626414877007 -0.553010196619458 1 0.832890762632663 0.779671630101002 -0.352878522760196 -0.200181826170896 0.865236402496883 0.872249695906228 -0.674070744944849 -0.116240145213425 -0.259688617471433 0.849206060574107 0.609508023562387 -0.13932389939528 0.806229583645242 0.775810215941928 0.842344719333383 0.823630542312345 0.837949462293176 0.836959575575474 -0.770030069936519 0.78215687473121 -0.108453095499442 0.88852727938226 -0.26914801866993 0.869774376096446 -0.276932293538135 0.748541545430936 0.825375690086592 0.86764876650737 0.846915718608145 0.720816572721576 -0.353563259594521 0.20022284075877
"east" 0.82409499201436 0.79878571594367 0.808559854459871 -0.806731928573166 -0.530081476461258 0.670224577750227 -0.604101990896439 0.714651295644426 0.0483432879279694 -0.47527766581668 -0.398097839245982 0.882029285760317 0.764973601732414 0.904960480827609 0.831532328382088 -0.521916542576607 0.832890762632663 1 0.793649400291332 -0.34120500046467 -0.321938472761614 0.865229661149457 0.86573800874062 -0.654577220325449 -0.123603265012456 -0.31548622266136 0.855256545086453 0.700545605956055 -0.198073999084162 0.874769577341814 0.847832770036322 0.814577839856012 0.775030367050956 0.841191848385617 0.866238081816504 -0.697744928393028 0.75800971679523 -0.129018693696197 0.906402777083026 -0.279069428156226 0.895584657075949 -0.188968283972712 0.726570738820391 0.86474153750936 0.859108827886341 0.840733919570769 0.634064380523259 -0.281589958866702 0.134169147789043
"economic" 0.865901364376968 0.666815231816717 0.795508720259929 -0.666269121852861 -0.390171489892736 0.579960990650964 -0.388464871415113 0.822671527816298 0.205209961256811 -0.235940851437109 -0.244556787097275 0.903593962863994 0.708450023735271 0.832266220137965 0.860975251052467 -0.321671628697039 0.779671630101002 0.793649400291332 1 -0.0684564201841186 0.00125418835266856 0.836717398239447 0.786593365544291 -0.47450381654211 0.128582876591449 -0.0931091780830577 0.798437757917097 0.514360792578872 0.160952147153347 0.752370068966959 0.829912238135529 0.832635568945434 0.689572058993421 0.707599135229124 0.752824777712112 -0.637607152886817 0.566209464330971 0.178733167292261 0.821931925406772 0.0206665809664267 0.84237981125123 -0.0537353440010466 0.770462338281611 0.856646561071174 0.83425487459674 0.859793914378449 0.664062700113709 -0.0206851201846949 0.415934671392997
"ensure" -0.295965809038634 -0.518546223231186 -0.298474614109785 0.642143850819624 0.27899683939913 -0.539393490326375 0.776815849377171 -0.30362442173518 0.674874310007842 0.61144849873477 0.724985993933231 -0.305266488591367 -0.557043862303226 -0.401490975111394 -0.299963539775941 0.776638259603872 -0.352878522760196 -0.34120500046467 -0.0684564201841186 1 0.61967649813133 -0.311301399518779 -0.404844387292216 0.658208486541306 0.691265310165798 0.783871910298178 -0.484899303119719 -0.411397629493807 0.791731134271602 -0.45122007889469 -0.260586177240392 -0.163266172984773 -0.499091341950517 -0.582316060422772 -0.459371020237328 0.578876838074067 -0.671302566619652 0.642768086859201 -0.456380875543633 0.767427013323876 -0.426780945393801 0.762620016193085 -0.229676017323078 -0.259354624821852 -0.358249688350571 -0.273467730349133 -0.280761556767256 0.840499902124107 0.592577487202745
"financial" -0.169558916749627 -0.421152504148973 -0.18604307199778 0.476510756718901 0.357671239769494 -0.337168989404788 0.575546475140204 -0.265254620677905 0.428374117122376 0.363354970910669 0.434547491661454 -0.207771491899383 -0.424026748608224 -0.305862386845254 -0.235634139110784 0.339141498312371 -0.200181826170896 -0.321938472761614 0.00125418835266856 0.61967649813133 1 -0.251127896917318 -0.242176452163351 0.575770872472839 0.322621106880968 0.515425188451042 -0.392911769993282 -0.403974290968154 0.587109951498507 -0.469596403917634 -0.2021246954339 -0.11130681174332 -0.300735872100341 -0.468160894142002 -0.356030563457307 0.284845418864071 -0.47188710305062 0.516586773792715 -0.285771741586948 0.639308865852214 -0.301728456009977 0.504846049428524 -0.232828756427797 -0.146601109456193 -0.246704363234986 -0.137744984051059 -0.234568280258965 0.647599125710863 0.49101880449038
"forces" 0.845210202941527 0.750448229920806 0.84021010927438 -0.81927559236462 -0.47385078362711 0.719150822676553 -0.58973069384673 0.768897738082945 0.0884533057822225 -0.493244915242457 -0.41527202612447 0.905719624521617 0.75149087682999 0.92470847695673 0.818188719137977 -0.506892735141596 0.865236402496883 0.865229661149457 0.836717398239447 -0.311301399518779 -0.251127896917318 1 0.936008672031714 -0.623453740079779 -0.165377327874397 -0.272098078138275 0.878873557218278 0.65964626579437 -0.165140297665404 0.819614683968054 0.925041210425406 0.862046711187347 0.802563621898433 0.820386246029945 0.876262368235666 -0.768758953961075 0.77541385688049 -0.117250484711757 0.912045972489449 -0.226238764505945 0.92504253350329 -0.188735050765276 0.742985083200401 0.941403821350195 0.923638367901135 0.911594423964278 0.631930575250669 -0.25850784107817 0.249178232809833
"foreign" 0.829905609607474 0.734740015483854 0.878471783782664 -0.84015300496994 -0.507525216888846 0.772399745392276 -0.639550183639327 0.761969446037963 0.0194883204367719 -0.535579641745257 -0.472867582292351 0.906970229478233 0.793529542300128 0.924122132322196 0.807853660912565 -0.572166698004183 0.872249695906228 0.86573800874062 0.786593365544291 -0.404844387292216 -0.242176452163351 0.936008672031714 1 -0.666840114690648 -0.283421517184819 -0.310914634130474 0.891077009728397 0.673185988662175 -0.244583279262554 0.798718929717057 0.902255002136552 0.821558841780881 0.805480155672491 0.860540984685962 0.911190997857511 -0.782462961149369 0.83500405223055 -0.170140101896355 0.949647318695297 -0.320373827438549 0.928154558850471 -0.238619376845299 0.722411880957923 0.925154169046111 0.910931036684758 0.88642668740892 0.620971929268647 -0.31457883864476 0.227967404787025
"global" -0.639756610194647 -0.582493996533595 -0.528301941140279 0.912763638111705 0.769415342456989 -0.786387489302553 0.816706441089546 -0.628858586059881 0.248929202490169 0.511965430643959 0.425896312021129 -0.587183603867897 -0.815974271832664 -0.640825760038653 -0.561725599259266 0.619224902128942 -0.674070744944849 -0.654577220325449 -0.47450381654211 0.658208486541306 0.575770872472839 -0.623453740079779 -0.666840114690648 1 0.219891590285605 0.711918826308875 -0.628370311961312 -0.452494554221606 0.545250255409281 -0.626598229121657 -0.523972153646799 -0.391195748423059 -0.681996263594884 -0.758132870368056 -0.652702354661563 0.699168417273609 -0.801826596291726 0.21852698818309 -0.755770964526354 0.421471156634094 -0.71109025791452 0.449181002919736 -0.547819513675205 -0.571477880983768 -0.590313720103335 -0.578933733435024 -0.502596831366399 0.607831284878195 0.296223498107493
"human" -0.0114654540535758 -0.331721598013003 -0.150402100017737 0.295692808450731 -0.00237243900111969 -0.238478408608592 0.484387402411886 -0.0551419679893878 0.577040316643825 0.566036827354328 0.663966941068465 -0.107947492449332 -0.231449466261013 -0.199830241458978 -0.0634204713442935 0.580686193931142 -0.116240145213425 -0.123603265012456 0.128582876591449 0.691265310165798 0.322621106880968 -0.165377327874397 -0.283421517184819 0.219891590285605 1 0.474778956358213 -0.283149422557906 -0.344770288664582 0.671365346257102 -0.237343698969701 -0.147317659686004 -0.0203348963344521 -0.301096535778399 -0.286449652627037 -0.31293084697802 0.368099338815436 -0.436861627189399 0.683925709384417 -0.200909897825964 0.647589225863016 -0.184091371180788 0.538019235322741 0.0382711728257204 -0.159076225677522 -0.219276917883756 -0.103288006531259 -0.0187720783325156 0.600643638146632 0.390584446600209
"including" -0.214951702449838 -0.396546852588456 -0.0813303096383456 0.642805829178637 0.361836348771703 -0.592651216238009 0.812889865634982 -0.420998615621245 0.549900173246262 0.418026000222494 0.507818548875955 -0.216803879548228 -0.618838600610125 -0.278818501107031 -0.207665110190122 0.646853879332435 -0.259688617471433 -0.31548622266136 -0.0931091780830577 0.783871910298178 0.515425188451042 -0.272098078138275 -0.310914634130474 0.711918826308875 0.474778956358213 1 -0.320730274379451 -0.297275517261485 0.744262915297087 -0.377138607833749 -0.170018970631025 0.0264380501508525 -0.40377732946521 -0.50721986767077 -0.363863301247008 0.590380548215787 -0.651926911263921 0.479809635444602 -0.401735679406048 0.589902588475179 -0.412132871292123 0.62573054365314 -0.229905296694563 -0.175910667901197 -0.23652774546717 -0.179424289320419 -0.173006360478401 0.77205893470485 0.721127457747018
"independence" 0.865693463045249 0.868732007747575 0.884707649807924 -0.807862179606125 -0.378918690705284 0.67521468958474 -0.684838203939868 0.776456115403574 -0.207327369665749 -0.54899401512142 -0.634615119419827 0.92962888695022 0.829208750746985 0.931727414998535 0.886927452666888 -0.627535245896126 0.849206060574107 0.855256545086453 0.798437757917097 -0.484899303119719 -0.392911769993282 0.878873557218278 0.891077009728397 -0.628370311961312 -0.283149422557906 -0.320730274379451 1 0.753244167014039 -0.265341650433447 0.917255900787418 0.883812646835909 0.861565465823189 0.796053921183062 0.937212972960249 0.950243785810987 -0.782728492846873 0.828635162453127 -0.336554394842437 0.906509355068408 -0.511405160404001 0.89911169214723 -0.432920023850662 0.799369190737071 0.881132507956122 0.905232332439965 0.837259678135308 0.726262432608651 -0.45369903917648 0.125079410424801
"israel" 0.590673695150107 0.813876354338902 0.650864360233671 -0.625642582401513 -0.298923339396914 0.575418208673469 -0.5910504210537 0.520133480529503 -0.263909847667494 -0.384313431299103 -0.459870790835529 0.654068328920087 0.663021381971126 0.689599838671559 0.601519125621011 -0.522600670425804 0.609508023562387 0.700545605956055 0.514360792578872 -0.411397629493807 -0.403974290968154 0.65964626579437 0.673185988662175 -0.452494554221606 -0.344770288664582 -0.297275517261485 0.753244167014039 1 -0.35278152883274 0.818511801967056 0.723757332145976 0.710191318520893 0.535858261552359 0.777774807970698 0.828271811881392 -0.64188189622969 0.720846773124405 -0.455458077148404 0.692343951775951 -0.544118919077009 0.702036693621764 -0.2760254903493 0.61575657083936 0.691286888383164 0.674516351004104 0.58161150803521 0.477608985072347 -0.421203778623316 -0.0251168709269724
"issues" -0.0157896299408307 -0.365905476923465 -0.0843207823606538 0.493165289815871 0.209445606991917 -0.41554483373429 0.721648556805877 -0.146853388099494 0.622325847448198 0.534337314613593 0.658844704056399 -0.105885825768354 -0.385709883365897 -0.163503744497425 -0.0588227191912017 0.613073643831155 -0.13932389939528 -0.198073999084162 0.160952147153347 0.791731134271602 0.587109951498507 -0.165140297665404 -0.244583279262554 0.545250255409281 0.671365346257102 0.744262915297087 -0.265341650433447 -0.35278152883274 1 -0.276513900883984 -0.0792404826260256 0.0659235381766365 -0.302007967928169 -0.411815804171598 -0.336676755646905 0.492937975594314 -0.578670595757748 0.713679213163222 -0.2662945999261 0.728103948047202 -0.251824793767671 0.736725704891994 -0.0304727239218691 -0.0893502968256312 -0.188197288965039 -0.049792690050577 0.00447034434408076 0.830815768288321 0.672383411566445
"middle" 0.783857523660457 0.870342856249591 0.761511777500815 -0.790967234728048 -0.392392310910028 0.63731498865143 -0.682435473233363 0.744416337398601 -0.208814757267667 -0.504644605241669 -0.541240284990031 0.852859152665178 0.830120942401361 0.869630322040964 0.831100894951558 -0.542703118030201 0.806229583645242 0.874769577341814 0.752370068966959 -0.45122007889469 -0.469596403917634 0.819614683968054 0.798718929717057 -0.626598229121657 -0.237343698969701 -0.377138607833749 0.917255900787418 0.818511801967056 -0.276513900883984 1 0.82094579101842 0.803051278301512 0.750369915188242 0.900758429431435 0.907044264854976 -0.768369658798394 0.814918577756282 -0.337980356154572 0.849977269324065 -0.496707504831154 0.863778173426673 -0.379681262079811 0.792672188440321 0.816372136116001 0.854860409764841 0.765351105881552 0.706730407733801 -0.484132574218147 0.0358797388416657
"military" 0.828649285761505 0.755186521480865 0.899686503554998 -0.753872314057362 -0.424047984971259 0.708192790936484 -0.511258681144148 0.714728271616058 0.144398631381972 -0.316834116986248 -0.367666331448762 0.886297370247215 0.701266088459866 0.913636595680581 0.779969413322233 -0.432802477004567 0.775810215941928 0.847832770036322 0.829912238135529 -0.260586177240392 -0.2021246954339 0.925041210425406 0.902255002136552 -0.523972153646799 -0.147317659686004 -0.170018970631025 0.883812646835909 0.723757332145976 -0.0792404826260256 0.82094579101842 1 0.89829957359105 0.658233193971594 0.815039047300726 0.899009869530997 -0.693851525277255 0.704809940675326 -0.117103013890862 0.89490136253935 -0.223251770899655 0.870345184836388 -0.112726528811446 0.747085507032398 0.968996566502419 0.893389456735914 0.892494144112102 0.613616696257353 -0.149693987614246 0.301873605188607
"negotiations" 0.837442164197045 0.758518276812144 0.887262781463255 -0.642249571690205 -0.308775904726201 0.537287849997529 -0.369101827482461 0.639537635918329 0.118202563690385 -0.327528113307772 -0.361375532895956 0.874467858222858 0.608864082720948 0.901366780543856 0.831181262614374 -0.382646923237405 0.842344719333383 0.814577839856012 0.832635568945434 -0.163266172984773 -0.11130681174332 0.862046711187347 0.821558841780881 -0.391195748423059 -0.0203348963344521 0.0264380501508525 0.861565465823189 0.710191318520893 0.0659235381766365 0.803051278301512 0.89829957359105 1 0.644580087226021 0.762708195724602 0.837096234866326 -0.625316253448536 0.590847411958164 -0.0496167179648422 0.820571636552566 -0.151299279882645 0.812476685360661 -0.114687541822639 0.730432345489343 0.893845762112549 0.868032617023255 0.862811432541885 0.642201233949043 -0.0792660402733473 0.402840397060171
